transaction_id;transaction_date;item_id;quantity;purchased_from;sold_to;transaction_type
DQ-00435;01 March 2020;OD0008;58;;RS DQLab;sell
DQ-00436;01 March 2020;OD0009;19;;RS DQLab;sell
DQ-00437;01 March 2020;OK0002;6;;RS DQLab;sell
DQ-00438;01 March 2020;OA0003;9;;RS DQLab;sell
DQ-00439;01 March 2020;OH0004;21;;RS DQLab;sell
DQ-00440;01 March 2020;OA0005;2000;DQLab-10;;buy
DQ-00441;01 March 2020;OA0006;1000;DQLab-01;;beli
DQ-00442;01 March 2020;OB0001;2000;DQLab-11;;buy
DQ-00443;01 March 2020;OB0005;500;DQLab-02;;buy
DQ-00444;01 March 2020;OD0006;2000;DQLab-16;;buy
DQ-00445;01 March 2020;OH0001;2000;DQLab-10;;buy
DQ-00446;01 March 2020;OT0001;1000;DQLab-02;;buy
DQ-00447;02 March 2020;OD0009;1;;RS DQLab;jual
DQ-00448;02 March 2020;OK0002;45;;RS DQLab;sell
DQ-00449;02 March 2020;OB0007;11;;RS DQLab;sell
DQ-00450;02 March 2020;OH0004;22;;RS DQLab;sell
DQ-00451;02 March 2020;OD0010;9;;RS DQLab;sell
DQ-00452;03 March 2020;OD0008;25;;RS DQLab;sell
DQ-00453;03 March 2020;OD0011;106;;RS DQLab;sell
DQ-00454;03 March 2020;OB0004;14;;RS DQLab;sell
DQ-00455;04 March 2020;OA0006;233;;RS DQLab;sell
DQ-00456;05 March 2020;OA0005;71;;RS DQLab;sell
DQ-00457;05 March 2020;OH0005;32;;RS DQLab;sell
DQ-00458;05 March 2020;OT0001;32;;RS DQLab;sell
DQ-00459;05 March 2020;OA0006;0;;RS DQLab;sell
DQ-00460;05 March 2020;OH0001;5;;RS DQLab;sell
DQ-00461;05 March 2020;OH0004;66;;RS DQLab;sell
DQ-00462;06 March 2020;OA0005;21;;RS DQLab;sell
DQ-00463;06 March 2020;OA0005;12;;RS DQLab;sell
DQ-00464;06 March 2020;OH0005;31;;RS DQLab;sell
DQ-00465;06 March 2020;OT0001;12;;RS DQLab;sell
DQ-00466;06 March 2020;OT0001;41;;RS DQLab;sell
DQ-00467;06 March 2020;OB0004;12;;RS DQLab;sell
DQ-00468;06 March 2020;OB0004;20;;RS DQLab;sell
DQ-00469;06 March 2020;OB0004;2;;RS DQLab;sell
DQ-00470;07 March 2020;OT0002;32;;RS DQLab;sell
DQ-00471;07 March 2020;OB0002;10;;RS DQLab;sell
DQ-00472;07 March 2020;OD0008;5;;RS DQLab;sell
DQ-00473;07 March 2020;OA0005;44;;RS DQLab;sell
DQ-00474;07 March 2020;OH0005;14;;RS DQLab;sell
DQ-00475;07 March 2020;OT0001;11;;RS DQLab;sell
DQ-00476;07 March 2020;OB0006;16;;RS DQLab;sell
DQ-00477;07 March 2020;OH0001;2;;RS DQLab;sell
DQ-00478;08 March 2020;OB0002;4;;RS DQLab;sell
DQ-00479;08 March 2020;OB0002;34;;RS DQLab;sell
DQ-00480;08 March 2020;OH0005;37;;RS DQLab;sell
DQ-00481;08 March 2020;OD0009;38;;RS DQLab;sell
DQ-00482;08 March 2020;OA0006;0;;RS DQLab;sell
DQ-00483;08 March 2020;OA0003;1;;RS DQLab;sell
DQ-00484;08 March 2020;OH0004;38;;RS DQLab;sell
DQ-00485;09 March 2020;OH0005;21;;RS DQLab;sell
DQ-00486;09 March 2020;OD0011;23;;RS DQLab;sell
DQ-00487;09 March 2020;OK0002;11;;RS DQLab;sell
DQ-00488;09 March 2020;OA0001;141;;RS DQLab;sell
DQ-00489;09 March 2020;OD0005;26;;RS DQLab;sell
DQ-00490;09 March 2020;OB0008;53;;RS DQLab;sell
DQ-00491;10 March 2020;OD0008;37;;RS DQLab;sell
DQ-00492;10 March 2020;OH0005;13;;RS DQLab;sell
DQ-00493;10 March 2020;OB0006;14;;RS DQLab;sell
DQ-00494;10 March 2020;OB0001;1;;RS DQLab;sell
DQ-00495;10 March 2020;OB0001;97;;RS DQLab;sell
DQ-00496;11 March 2020;OB0002;63;;RS DQLab;sell
DQ-00497;11 March 2020;OD0008;17;;RS DQLab;sell
DQ-00498;11 March 2020;OD0008;68;;RS DQLab;sell
DQ-00499;11 March 2020;OD0009;43;;RS DQLab;sell
DQ-00500;11 March 2020;OD0009;21;;RS DQLab;sell
DQ-00501;11 March 2020;OK0002;4;;RS DQLab;sell
DQ-00502;12 March 2020;OD0008;64;;RS DQLab;sell
DQ-00503;12 March 2020;OH0005;47;;RS DQLab;sell
DQ-00504;12 March 2020;OH0003;14;;RS DQLab;sell
DQ-00505;12 March 2020;OA0006;10;;RS DQLab;sell
DQ-00506;12 March 2020;OD0011;58;;RS DQLab;sell
DQ-00507;12 March 2020;OH0001;7;;RS DQLab;sell
DQ-00508;13 March 2020;OB0002;81;;RS DQLab;sell
DQ-00509;13 March 2020;OD0008;9;;RS DQLab;sell
DQ-00510;13 March 2020;OA0005;19;;RS DQLab;sell
DQ-00511;13 March 2020;OH0005;19;;RS DQLab;sell
DQ-00512;13 March 2020;OD0007;47;;RS DQLab;sell
DQ-00513;14 March 2020;OB0009;2;;RS DQLab;sell
DQ-00514;14 March 2020;OD0009;7;;RS DQLab;sell
DQ-00515;14 March 2020;OD0009;49;;RS DQLab;sell
DQ-00516;15 March 2020;OA0005/;28;;RS DQLab;sell
DQ-00517;15 March 2020;OH0005;31;;RS DQLab;sell
DQ-00518;15 March 2020;OB0001;22;;RS DQLab;sell
DQ-00519;15 March 2020;OB0001;4;;RS DQLab;sell
DQ-00520;16 March 2020;OD0008;77;;RS DQLab;sell
DQ-00521;16 March 2020;OD0008;57;;RS DQLab;sell
DQ-00522;16 March 2020;OD0007;13;;RS DQLab;sell
DQ-00523;16 March 2020;OB0007;383;;RS DQLab;sell
DQ-00524;17 March 2020;OB0002;84;;RS DQLab;sell
DQ-00525;17 March 2020;OT0001;13;;RS DQLab;sell
DQ-00526;17 March 2020;OH0003;51;;RS DQLab;sell
DQ-00527;17 March 2020;OA0004;52;;RS DQLab;sell
DQ-00528;18 March 2020;OD0009;27;;RS DQLab;sell
DQ-00529;19 March 2020;OD0008;6;;RS DQLab;sell
DQ-00530;19 March 2020;OD0008;15;;RS DQLab;sell
DQ-00531;19 March 2020;OD0009;50;;RS DQLab;sell
DQ-00532;19 March 2020;OD0009;1;;RS DQLab;sell
DQ-00533;19 March 2020;OD0001;1;;RS DQLab;sell
DQ-00534;19 March 2020;OH0004;14;;RS DQLab;sell
DQ-00535;20 March 2020;OB0002;46;;RS DQLab;sell
DQ-00536;20 March 2020;OD0009;3;;RS DQLab;sell
DQ-00537;20 March 2020;OT0001;23;;RS DQLab;sell
DQ-00538;20 March 2020;OH0003;47;;RS DQLab;sell
DQ-00539;20 March 2020;OD0007;32;;RS DQLab;sell
DQ-00540;20 March 2020;OD0006;34;;RS DQLab;sell
DQ-00541;21 March 2020;OB0002;26;;RS DQLab;sell
DQ-00542;21 March 2020;OB0002;78;;RS DQLab;sell
DQ-00543;21 March 2020;OD0008;18;;RS DQLab;sell
DQ-00544;21 March 2020;OA0005;25;;RS DQLab;sell
DQ-00545;21 March 2020;OH0005;49;;RS DQLab;sell
DQ-00546;21 March 2020;OD0009;51;;RS DQLab;sell
DQ-00547;21 March 2020;OT0001;45;;RS DQLab;sell
DQ-00548;21 March 2020;OB0006;47;;RS DQLab;sell
DQ-00549;21 March 2020;OD0001;0;;RS DQLab;sell
DQ-00550;21 March 2020;OH0001;5;;RS DQLab;sell
DQ-00551;22 March 2020;OH0005;26;;RS DQLab;sell
DQ-00552;22 March 2020;OA0006;21;;RS DQLab;sell
DQ-00553;23 March 2020;OB0002;47;;RS DQLab;sell
DQ-00554;23 March 2020;OD0008;15;;RS DQLab;sell
DQ-00555;23 March 2020;OA0005;68;;RS DQLab;sell
DQ-00556;23 March 2020;OA0005;28;;RS DQLab;sel
DQ-00557;23 March 2020;OH0005;40;;RS DQLab;sell
DQ-00558;23 March 2020;OT0001;5;;RS DQLab;sell
DQ-00559;23 March 2020;OH0003;2;;RS DQLab;sell
DQ-00560;23 March 2020;OB0006;52;;RS DQLab;sell
DQ-00561;23 March 2020;OD0011;14;;RS DQLab;sell
DQ-00562;23 March 2020;OK0002;18;;RS DQLab;sell
DQ-00563;23 March 2020;OD0006;26;;RS DQLab;sell
DQ-00564;23 March 2020;OA0001;390;;RS DQLab;sell
DQ-00565;24 March 2020;OB0002;48;;RS DQLab;sell
DQ-00566;24 March 2020;OB0002;87;;RS DQLab;sell
DQ-00567;24 March 2020;OD0008;48;;RS DQLab;sell
DQ-00568;24 March 2020;OH0005;41;;RS DQLab;sell
DQ-00569;24 March 2020;OA0006;189;;RS DQLab;sell
DQ-00570;24 March 2020;OK0002;252;;RS DQLab;sell
DQ-00571;24 March 2020;OH0001;116;;RS DQLab;sell
DQ-00572;24 March 2020;OA0004;8;;RS DQLab;sell
DQ-00573;25 March 2020;OB0002;56;;RS DQLab;sell
DQ-00574;25 March 2020;OD0008;71;;RS DQLab;sell
DQ-00575;25 March 2020;OT0001;24;;RS DQLab;sell
DQ-00576;25 March 2020;OB0006;105;;RS DQLab;sell
DQ-00577;25 March 2020;OD0001;59;;RS DQLab;sell
DQ-00578;25 March 2020;OB0001;28;;RS DQLab;sell
DQ-00579;25 March 2020;OH0006;11;;RS DQLab;sell
DQ-00580;26 March 2020;OB0002;31;;RS DQLab;sell
DQ-00581;26 March 2020;OH0005;46;;RS DQLab;sell
DQ-00582;26 March 2020;OD0009;43;;RS DQLab;sell
DQ-00583;26 March 2020;OD0007;18;;RS DQLab;sell
DQ-00584;26 March 2020;OD0001;28;;RS DQLab;sell
DQ-00585;26 March 2020;OK0002;1;;RS DQLab;sell
DQ-00586;27 March 2020;OK0003;45;;RS DQLab;sell
DQ-00587;27 March 2020;OB0002;28;;RS DQLab;sell
DQ-00588;27 March 2020;OA0005;36;;RS DQLab;sell
DQ-00589;27 March 2020;OD0009;2;;RS DQLab;sell
DQ-00590;27 March 2020;OA0006;33;;RS DQLab;sell
DQ-00591;27 March 2020;OD0007;52;;RS DQLab;sell
DQ-00592;27 March 2020;OB0001;92;;RS DQLab;sell
DQ-00593;28 March 2020;OD0008;16;;RS DQLab;sell
DQ-00594;28 March 2020;OA0005;34;;RS DQLab;sell
DQ-00595;28 March 2020;OA0006;12;;RS DQLab;sell
DQ-00596;28 March 2020;OB0006;23;;RS DQLab;sell
DQ-00597;28 March 2020;OB0007;88;;RS DQLab;sell
DQ-00598;29 March 2020;OK0003;30;;RS DQLab;sell
DQ-00599;29 March 2020;OD0008;21;;RS DQLab;sell
DQ-00600;29 March 2020;OH0005;27;;RS DQLab;sell
DQ-00601;29 March 2020;OT0001;29;;RS DQLab;sell
DQ-00602;29 March 2020;OH0003;20;;RS DQLab;sell
DQ-00603;29 March 2020;OA0006;98;;RS DQLab;sell
DQ-00604;29 March 2020;OH0001;335;;RS DQLab;sell
DQ-00605;30 March 2020;OB0002;75;;RS DQLab;sell
DQ-00606;30 March 2020;OB0002;41;;RS DQLab;sell
DQ-00607;30 March 2020;OD0008;3;;RS DQLab;sell
DQ-00608;30 March 2020;OH0005;51;;RS DQLab;sell
DQ-00609;30 March 2020;OT0001;18;;RS DQLab;sell
DQ-00610;30 March 2020;OT0001;5;;RS DQLab;sell
DQ-00611;30 March 2020;OD0007;14;;RS DQLab;sell
DQ-00612;30 March 2020;OD0011;31;;RS DQLab;sell
DQ-00613;30 March 2020;OH0006;22;;RS DQLab;sell
DQ-00614;31 March 2020;OK0003;16;;RS DQLab;sell
DQ-00615;31 March 2020;OA0005;78;;RS DQLab;sell
DQ-00616;31 March 2020;OH0003;1;;RS DQLab;sell
DQ-00617;31 March 2020;OA0003;0;;RS DQLab;sell
DQ-00618;01 April 2020;OT0001;42;;RS DQLab;sell
DQ-00619;01 April 2020;OT0001N;20;;RS DQLab;sell
DQ-00620;01 April 2020;OH0003;50;;RS DQLab;sell
DQ-00621;01 April 2020;OH0003;25;;RS DQLab;sell
DQ-00622;01 April 2020;OA0006;13;;RS DQLab;sell
DQ-00623;01 April 2020;OA0001;1000;DQLab-14;;buy
DQ-00624;01 April 2020;OB0007;1000;DQLab-01;;buy
DQ-00625;01 April 2020;OD0001;2000;DQLab-13;;buy
DQ-00626;01 April 2020;OD0004;500;DQLab-130;;bought
DQ-00627;01 April 2020;OD0005;1000;DQLab-16;;buy
DQ-00628;01 April 2020;OD0007;2000;DQLab-10;;buy
DQ-00629;01 April 2020;OH0006;1000;DQLab-16;;buy
DQ-00630;02 April 2020;OB0005;6;;RS DQLab;sell
DQ-00631;02 April 2020;OB0002;55;;RS DQLab;sell
DQ-00632;02 April 2020;OA0005;10;;RS DQLab;sell
DQ-00633;02 April 2020;OA0006;9;;RS DQLab;sell
DQ-00634;02 April 2020;OD0007;13;;RS DQLab;sell
DQ-00635;02 April 2020;OB0007;18;;RS DQLab;sell
DQ-00636;03 April 2020;OB0007;14;;RS DQLab;sell
DQ-00637;03 April 2020;OA0003;88;;RS DQLab;sell
DQ-00638;03 April 2020;OD0005;386;;RS DQLab;sell
DQ-00639;04 April 2020;OD0008;59;;RS DQLab;sell
DQ-00640;04 April 2020;OB0006;918;;RS DQLab;sell
DQ-00641;04 April 2020;OD0001;25;;RS DQLab;sell
DQ-00642;04 April 2020;OB0007;143;;RS DQLab;sell
DQ-00643;05 April 2020;OB0002;22;;RS DQLab;sell
DQ-00644;05 April 2020;OD0008;57;;RS DQLab;sell
DQ-00645;05 April 2020;OH0005;19;;RS DQLab;sell
DQ-00646;05 April 2020;OD0009;16;;RS DQLab;sell
DQ-00647;05 April 2020;OD0001;109;;RS DQLab;sell
DQ-00648;05 April 2020;OK0002;20;;RS DQLab;sell
DQ-00649;05 April 2020;OA0003;18;;RS DQLab;sell
DQ-00650;05 April 2020;OB0004;24;;RS DQLab;sell
DQ-00651;06 April 2020;OB0002;35;;RS DQLab;sell
DQ-00652;06 April 2020;OT0001;39;;RS DQLab;sell
DQ-00653;06 April 2020;OA0006;16;;RS DQLab;sell
DQ-00654;06 April 2020;OA0004;212;;RS DQLab;sell
DQ-00655;06 April 2020;OH0002;29;;RS DQLab;sell
DQ-00656;07 April 2020;OA0005;15;;RS DQLab;sell
DQ-00657;07 April 2020;OD0001;14;;RS DQLab;sell
DQ-00658;07 April 2020;OH0001;3;;RS DQLab;sell
DQ-00659;07 April 2020;OB0007;84;;RS DQLab;sell
DQ-00660;07 April 2020;OD0005;18;;RS DQLab;sell
DQ-00661;08 April 2020;OA0006;2;;RS DQLab;sell
DQ-00662;08 April 2020;OA0006;201;;RS DQLab;sell
DQ-00663;08 April 2020;OD0007;25;;RS DQLab;sell
DQ-00664;08 April 2020;OB0006;24;;RS DQLab;sell
DQ-00665;08 April 2020;OB0007;72;;RS DQLab;sell
DQ-00666;09 April 2020;OA0006;25;;RS DQLab;sell
DQ-00667;09 April 2020;OD0001;58;;RS DQLab;sell
DQ-00668;09 April 2020;OA0004;114;;RS DQLab;sell
DQ-00669;10 April 2020;OD0008;29;;RS DQLab;sell
DQ-00670;10 April 2020;OD0008;84;;RS DQLab;sell
DQ-00671;10 April 2020;OA0005;69;;RS DQLab;sell
DQ-00672;11 April 2020;OB0002;2;;RS DQLab;sell
DQ-00673;11 April 2020;OB0002;79;;RS DQLab;sell
DQ-00674;11 April 2020;OB0002;18;;RS DQLab;sell
DQ-00675;11 April 2020;OH0005;29;;RS DQLab;sell
DQ-00676;11 April 2020;OT0001;29;;RS DQLab;sell
DQ-00677;11 April 2020;OD0011;4;;RS DQLab;sell
DQ-00678;12 April 2020;OB0006;63;;RS DQLab;sell
DQ-00679;12 April 2020;OH0004;50;;RS DQLab;sell
DQ-00680;12 April 2020;OB0001;14;;RS DQLab;sell
DQ-00681;12 April 2020;OA0001;35;;RS DQLab;sell
DQ-00682;13 April 2020;OA0005;26;;RS DQLab;sell
DQ-00683;13 April 2020;OA0005;31;;RS DQLab;sell
DQ-00684;13 April 2020;OT0001;3;;RS DQLab;sell
DQ-00685;13 April 2020;OA0006;476;;RS DQLab;sell
DQ-00686;13 April 2020;OD0001;35;;RS DQLab;sell
DQ-00687;13 April 2020;OA0004;26;;RS DQLab;sell
DQ-00688;13 April 2020;OH0002;0;;RS DQLab;sell
DQ-00689;14 April 2020;OT0001;26;;RS DQLab;sell
DQ-00690;14 April 2020;OD0011;48;;RS DQLab;sell
DQ-00691;14 April 2020;OA0001;176;;RS DQLab;sell
DQ-00692;15 April 2020;OA0004;1;;RS DQLab;sell
DQ-00693;15 April 2020;OD0006;16;;RS DQLab;sell
DQ-00694;16 April 2020;OB0002;57;;RS DQLab;sell
DQ-00695;16 April 2020;OB0002;6;;RS DQLab;sell
DQ-00696;16 April 2020;OD0008;44;;RS DQLab;sell
DQ-00697;16 April 2020;OD0008;70;;RS DQLab;sell
DQ-00698;16 April 2020;OH0005;40;;RS DQLab;sell
DQ-00699;16 April 2020;OH0003;43;;RS DQLab;sell
DQ-00700;16 April 2020;OA0006;41;;RS DQLab;sell
DQ-00701;16 April 2020;OB0006;3;;RS DQLab;sell
DQ-00702;16 April 2020;OD0001;86;;RS DQLab;sell
DQ-00703;16 April 2020;OH0001;13;;RS DQLab;sell
DQ-00704;16 April 2020;OB0001;41;;RS DQLab;sell
DQ-00705;16 April 2020;OH0002;19;;RS DQLab;sell
DQ-00706;17 April 2020;OB0002;37;;RS DQLab;sell
DQ-00707;17 April 2020;OA0005;48;;RS DQLab;sell
DQ-00708;17 April 2020;OD0009;15;;RS DQLab;sell
DQ-00709;17 April 2020;OA0006;67;;RS DQLab;sell
DQ-00710;17 April 2020;OA0006;2;;RS DQLab;sell
DQ-00711;17 April 2020;OB0006;85;;RS DQLab;sell
DQ-00712;17 April 2020;OB0007;26;;RS DQLab;sell
DQ-00713;17 April 2020;OD0005;34;;RS DQLab;sell
DQ-00714;18 April 2020;OD0009;4;;RS DQLab;sell
DQ-00715;18 April 2020;OT0001;44;;RS DQLab;sell
DQ-00716;18 April 2020;OD0007;8;;RS DQLab;sell
DQ-00717;18 April 2020;OH0001;6;;RS DQLab;sell
DQ-00718;18 April 2020;OA0004;12;;RS DQLab;sell
DQ-00719;18 April 2020;OB0004;2;;RS DQLab;sell
DQ-00720;18 April 2020;OH0004;12;;RS DQLab;sell
DQ-00721;19 April 2020;OH0005;16;;RS DQLab;sell
DQ-00722;19 April 2020;OA0006;95;;RS DQLab;sell
DQ-00723;19 April 2020;OD0001;16;;RS DQLab;sell
DQ-00724;20 April 2020;OB0002;23;;RS DQLab;sell
DQ-00725;20 April 2020;OA0006;24;;RS DQLab;sell
DQ-00726;20 April 2020;OD0007;36;;RS DQLab;sell
DQ-00727;20 April 2020;OB0008;7;;RS DQLab;sell
DQ-00728;21 April 2020;OB0002;52;;RS DQLab;sell
DQ-00729;21 April 2020;OD0011;83;;RS DQLab;sell
DQ-00730;21 April 2020;OH0001;25;;RS DQLab;sell
DQ-00731;21 April 2020;OA0003;261;;RS DQLab;sell
DQ-00732;21 April 2020;OH0002;2;;RS DQLab;sell
DQ-00733;22 April 2020;OB0002;61;;RS DQLab;sell
DQ-00734;22 April 2020;OD0008;42;;RS DQLab;sell
DQ-00735;22 April 2020;OA0005;78;;RS DQLab;sell
DQ-00736;22 April 2020;OA0005;79;;RS DQLab;sell
DQ-00737;22 April 2020;OT0001;33;;RS DQLab;sell
DQ-00738;22 April 2020;OB0006;2;;RS DQLab;sell
DQ-00739;22 April 2020;OD0006;45;;RS DQLab;sell
DQ-00740;22 April 2020;OB0001;20;;RS DQLab;sell
DQ-00741;22 April 2020;OD0005;24;;RS DQLab;sell
DQ-00742;23 April 2020;OB0006;4;;RS DQLab;sell
DQ-00743;24 April 2020;OH0003;42;;RS DQLab;sell
DQ-00744;24 April 2020;OA0006;40;;RS DQLab;sell
DQ-00745;24 April 2020;OB0006;1;;RS DQLab;sell
DQ-00746;24 April 2020;OH0004;180;;RS DQLab;sell
DQ-00747;25 April 2020;OB0002;16;;RS DQLab;sell
DQ-00748;25 April 2020;OD00080;12;;RS DQLab;sell
DQ-00749;25 April 2020;OA0005;31;;RS DQLab;sell
DQ-00750;25 April 2020;OT0001;37;;RS DQLab;sell
DQ-00751;26 April 2020;OB0005;44;;RS DQLab;sell
DQ-00752;26 April 2020;OB0002;52;;RS DQLab;sell
DQ-00753;26 April 2020;OD0008;25;;RS DQLab;sell
DQ-00754;26 April 2020;OD0009;18;;RS DQLab;sell
DQ-00755;26 April 2020;OD0009;43;;RS DQLab;sell
DQ-00756;26 April 2020;OH0003;25;;RS DQLab;sell
DQ-00757;26 April 2020;OA0004;23;;RS DQLab;sell
DQ-00758;26 April 2020;OD0006;22;;RS DQLab;sell
DQ-00759;26 April 2020;OD0005;84;;RS DQLab;sell
DQ-00760;27 April 2020;OA0005;81;;RS DQLab;sell
DQ-00761;27 April 2020;OH0005;46;;RS DQLab;sell
DQ-00762;27 April 2020;OD0009;49;;RS DQLab;sell
DQ-00763;27 April 2020;OH0003;24;;RS DQLab;sell
DQ-00764;27 April 2020;OA0006;165;;RS DQLab;sell
DQ-00765;27 April 2020;OD0001;50;;RS DQLab;sell
DQ-00766;27 April 2020;OK0002;18;;RS DQLab;sell
DQ-00767;27 April 2020;OH0001;1;;RS DQLab;sell
DQ-00768;27 April 2020;OH0004;6;;RS DQLab;sell
DQ-00769;28 April 2020;OB0002;23;;RS DQLab;sell
DQ-00770;28 April 2020;OD0008;14;;RS DQLab;sell
DQ-00771;28 April 2020;OT0001;51;;RS DQLab;sell
DQ-00772;28 April 2020;OT0001;25;;RS DQLab;sell
DQ-00773;28 April 2020;OH0003;42;;RS DQLab;sell
DQ-00774;28 April 2020;OH0003;36;;RS DQLab;sell
DQ-00775;28 April 2020;OA0006;29;;RS DQLab;sell
DQ-00776;28 April 2020;OD0007;71;;RS DQLab;sell
DQ-00777;29 April 2020;OB0002;86;;RS DQLab;sell
DQ-00778;29 April 2020;OD0008;34;;RS DQLab;sell
DQ-00779;29 April 2020;OH0005;13;;RS DQLab;sell
DQ-00780;29 April 2020;OH0005;31;;RS DQLab;sell
DQ-00781;29 April 2020;OH0003;27;;RS DQLab;sell
DQ-00782;29 April 2020;OB0006;114;;RS DQLab;sell
DQ-00783;29 April 2020;OB0007;3;;RS DQLab;sell
DQ-00784;29 April 2020;OB0007;10;;RS DQLab;sell
DQ-00785;30 April 2020;OB0002;21;;RS DQLab;sell
DQ-00786;30 April 2020;OA0005;51;;RS DQLab;sell
DQ-00787;30 April 2020;OD0009;27;;RS DQLab;sell
DQ-00788;30 April 2020;OD0009;46;;RS DQLab;sell
DQ-00789;30 April 2020;OT0001;24;;RS DQLab;sell
DQ-00790;30 April 2020;OA0006;19;;RS DQLab;sell
DQ-00791;30 April 2020;OD0007;11;;RS DQLab;sell
DQ-00792;30 April 2020;OB0006;9;;RS DQLab;sell
DQ-00793;30 April 2020;OA0003;220;;RS DQLab;sell
DQ-00794;30 April 2020;OH0004;113;;RS DQLab;sell
DQ-00795;01 May 2020;OD0008;44;;RS DQLab;sell
DQ-00796;01 May 2020;OA0005;20;;RS DQLab;sell
DQ-00797;01 May 2020;OH0005;34;;RS DQLab;sell
DQ-00798;01 May 2020;OT0001;22;;RS DQLab;sell
DQ-00799;01 May 2020;OA0003;2000;DQLab2;;buy
DQ-00800;01 May 2020;OA0006;1000;DQLab-1;;buy
DQ-00801;01 May 2020;OB0002;3000;DQLab-01;;buy
DQ-00802;01 May 2020;OB0006;2000;DQLab-12;;buy
DQ-00803;01 May 2020;OD0008;2000;;;buy
DQ-00804;01 May 2020;OD0009;1000;DQLab-11;;buy
DQ-00805;01 May 2020;OH0005;1000;DQLab-9;;buy
DQ-00806;01 May 2020;OH0006;1000;DQLab-16;;buy
DQ-00807;01 May 2020;OK0002;2000;DQLab-12;;buy
DQ-00808;02 May 2020;OK0001;15;;RS DQLab;sell
DQ-00809;02 May 2020;OB0002;26;;RS DQLab;sell
DQ-00810;02 May 2020;OB0002;52;;RS DQLab;sell
DQ-00811;02 May 2020;OA0005;55;;RS DQLab;sell
DQ-00812;02 May 2020;OH0003;9;;RS DQLab;sell
DQ-00813;02 May 2020;OH0003;4;;RS DQLab;sell
DQ-00814;02 May 2020;OK0002;58;;RS DQLab;sell
DQ-00815;03 May 2020;OB0002;56;;RS DQLab;sell
DQ-00816;03 May 2020;OA0005;29;;RS DQLab;sell
DQ-00817;03 May 2020;OA0005;23;;RS DQLab;sell
DQ-00818;03 May 2020;OH0001;40;;RS DQLab;sell
DQ-00819;03 May 2020;OB0007;17;;RS DQLab;sell
DQ-00820;03 May 2020;OB0008;27;;RS DQLab;sell
DQ-00821;03 May 2020;OH0002;43;;RS DQLab;sell
DQ-00822;04 May 2020;OB0002;38;;RS DQLab;sell
DQ-00823;04 May 2020;OB0002;27;;RS DQLab;sell
DQ-00824;04 May 2020;OH0005;38;;RS DQLab;sell
DQ-00825;04 May 2020;OT0001;6;;RS DQLab;sell
DQ-00826;04 May 2020;OD0001;21;;RS DQLab;sell
DQ-00827;05 May 2020;OB0002;80;;RS DQLab;sell
DQ-00828;05 May 2020;OB002;78;;RS DQLab;sell
DQ-00829;05 May 2020;OD0008;48;;RS DQLab;sell
DQ-00830;05 May 2020;OD0008;12;;RS DQLab;sell
DQ-00831;05 May 2020;OD0009;34;;RS DQLab;sell
DQ-00832;05 May 2020;OD0011;80;;RS DQLab;sell
DQ-00833;05 May 2020;OA0003;67;;RS DQLab;sell
DQ-00834;05 May 2020;OH0006;213;;RS DQLab;sell
DQ-00835;06 May 2020;OB0002;46;;RS DQLab;sell
DQ-00836;06 May 2020;OD0009;22;;RS DQLab;sell
DQ-00837;06 May 2020;OT0001;1;;RS DQLab;sell
DQ-00838;06 May 2020;OH0003;51;;RS DQLab;sell
DQ-00839;06 May 2020;OD0001;39;;RS DQLab;sell
DQ-00840;07 May 2020;OH0005;16;;RS DQLab;sell
DQ-00841;07 May 2020;OA0006;32;;RS DQLab;sell
DQ-00842;07 May 2020;OA0004;8;;RS DQLab;sell
DQ-00843;08 May 2020;OA0005;35;;RS DQLab;sell
DQ-00844;08 May 2020;OT0001;17;;RS DQLab;sell
DQ-00845;08 May 2020;OD0007;50;;RS DQLab;sell
DQ-00846;08 May 2020;OH0001;45;;RS DQLab;sell
DQ-00847;08 May 2020;OH0001;17;;RS DQLab;sell
DQ-00848;08 May 2020;OD0005;0;;RS DQLab;sell
DQ-00849;08 May 2020;OD0005;24;;RS DQLab;sell
DQ-00850;09 May 2020;OB0002;28;;RS DQLab;sell
DQ-00851;09 May 2020;OB0002;35;;RS DQLab;sell
DQ-00852;09 May 2020;OD0009;1;;RS DQLab;sell
DQ-00853;09 May 2020;OD0009;41;;RS DQLab;sell
DQ-00854;09 May 2020;OD0001;30;;RS DQLab;sell
DQ-00855;09 May 2020;OB0007;14;;RS DQLab;sell
DQ-00856;09 May 2020;OB0001;12;;RS DQLab;sell
DQ-00857;09 May 2020;OD0005;24;;RS DQLab;sell
DQ-00858;10 May 2020;OB0002;62;;RS DQLab;sell
DQ-00859;10 May 2020;OH0005;4;;RS DQLab;sell
DQ-00860;10 May 2020;OD0009;15;;RS DQLab;sell
DQ-00861;10 May 2020;OH0003;31;;RS DQLab;sell
DQ-00862;10 May 2020;OA0006;5;;RS DQLab;sell
DQ-00863;10 May 2020;OB0006;44;;RS DQLab;sell
DQ-00864;11 May 2020;OD0008;84;;RS DQLab;sell
DQ-00865;11 May 2020;OA0005;9;;RS DQLab;sell
DQ-00866;11 May 2020;OD0009;35;;RS DQLab;sell
DQ-00867;11 May 2020;OB0006;168;;RS DQLab;sell
DQ-00868;11 May 2020;OD0011;231;;RS DQLab;sell
DQ-00869;11 May 2020;OA0004;14;;RS DQLab;sell
